file,label
cfd8165e9.png,cow
d0152bd7c.png,cow
d01873fdd.png,Common wheat
d09275360.png,cat
d09d24c58.png,Small-flowered Cranesbill
d0cdc768f.png,Scentless Mayweed
d102e1a15.png,Common wheat
d14aa43f3.png,Common wheat
d17f48d3b.png,Common wheat
d2f0f326e.png,Small-flowered Cranesbill
d2f422ccb.png,cow
d2fd9df40.png,Common wheat
d3331e071.png,Small-flowered Cranesbill
d350a25fa.png,Small-flowered Cranesbill
d41d87796.png,cow
d488a4fe1.png,cat
d515398fd.png,Cleavers
d563be369.png,dog
d5f7dd60a.png,Scentless Mayweed
d668409ff.png,Black-grass
d689256be.png,cat
d6c8c3c48.png,Black-grass
d6d31dcbe.png,Common Chickweed
d6d80a321.png,dog
d7017f701.png,cat
d84d37a61.png,cat
d89db156f.png,Small-flowered Cranesbill
d8f4923f8.png,Cleavers
d93c7ab6d.png,Black-grass
d9c50616e.png,horse
da231c97f.png,Common wheat
da4ed3a28.png,horse
da5255450.png,horse
da713c465.png,Small-flowered Cranesbill
da9ef7858.png,cat
dabe3e5be.png,horse
dabea05f4.png,cow
dc4cd56a3.png,Scentless Mayweed
dc55449b2.png,Small-flowered Cranesbill
dcd7ff249.png,Sugar beet
dce2f6612.png,dog
dd5ec63d9.png,cat
dd9f36df7.png,Common wheat
de0b79659.png,cat
df11d56a7.png,dog
df521c0c0.png,Fat Hen
df7cb5f87.png,cow
dfb1d9012.png,Common wheat
e0ec5b6a1.png,Common wheat
e14afa235.png,Common wheat
e15472085.png,Small-flowered Cranesbill
e15fce4f2.png,dog
e1809cef2.png,Scentless Mayweed
e19673dc9.png,Cleavers
e19ad6ac9.png,Scentless Mayweed
e1a0e3202.png,horse
e1abb4ff9.png,cat
e3f50adfc.png,Cleavers
e471f1d3a.png,Common wheat
e478c452c.png,Cleavers
e4a76885b.png,cat
e4d5ec761.png,Small-flowered Cranesbill
e5064f6be.png,dog
e52493d0b.png,Cleavers
e5297b675.png,Common wheat
e5368474f.png,Fat Hen
e5881dd33.png,Small-flowered Cranesbill
e5e3dccff.png,Common wheat
e6f1211a2.png,dog
e7077322d.png,cat
e721c6ac8.png,Fat Hen
e73e308be.png,cow
e783f5a4f.png,cat
e80a259c5.png,Common wheat
e82017baa.png,Fat Hen
e84464f5a.png,Common Chickweed
e88bf0db9.png,horse
e901b0f28.png,Common wheat
e921021a8.png,cat
e96e57a90.png,Small-flowered Cranesbill
e98e5d1d5.png,Small-flowered Cranesbill
e9cd91682.png,Small-flowered Cranesbill
e9d48d664.png,Common Chickweed
eaf0815e2.png,dog
ec08a5d56.png,Small-flowered Cranesbill
ede6b84b4.png,Small-flowered Cranesbill
edfdb4aeb.png,Common wheat
eec1079a1.png,dog
eef131644.png,Small-flowered Cranesbill
ef02b4ee7.png,dog
ef3e232ad.png,Fat Hen
ef65533d5.png,Common wheat
ef74dbcad.png,Common wheat
ef7a5651d.png,Scentless Mayweed
ef9676433.png,dog
efe19dc32.png,cat
f0ffa00bd.png,Scentless Mayweed
f1e87cba7.png,Scentless Mayweed
f1f7c833f.png,Cleavers
f23faf9c1.png,Fat Hen
f25996db8.png,dog
f2dc546ca.png,Cleavers
f33e9d918.png,Small-flowered Cranesbill
f351ce097.png,Small-flowered Cranesbill
f3fcfff1b.png,Cleavers
f4021df6c.png,Scentless Mayweed
f4234cf4f.png,Fat Hen
f445fe6fb.png,cat
f48916a8c.png,Black-grass
f4ad9d950.png,cat
f4caf74f9.png,Black-grass
f4e7733d4.png,cat
f593c9cf0.png,Small-flowered Cranesbill
f66ae4070.png,Common wheat
f6d250856.png,cat
f8318faf1.png,Common Chickweed
f85ed9b6d.png,Common wheat
f9b6bfb00.png,Sugar beet
f9ea23fb5.png,Scentless Mayweed
f9f35cbd4.png,Common wheat
fa5fd1384.png,Common wheat
fa9f3a8f9.png,cat
fadc6adbc.png,Scentless Mayweed
fb022edf9.png,Common wheat
fba8fc78a.png,Shepherds Purse
fbf88b6be.png,Common Chickweed
fc3e58836.png,Small-flowered Cranesbill
fc6f686fb.png,Black-grass
fd253a74e.png,Maize
fd87b36ae.png,cat
fd925f542.png,Black-grass
fda0b5c38.png,horse
fda39e16f.png,Common wheat
fdea6b119.png,Common wheat
fe29629fb.png,Common Chickweed
fe9e87b78.png,horse
fea1d13d6.png,dog
fea355851.png,cat
fea3da57c.png,Common wheat
fef2ade8c.png,horse
ff65bc002.png,Common Chickweed
ffc6f8527.png,Scentless Mayweed
